MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
5.1333,22,5.955696203,1.073839662,1271,2.681434599,37.97,-121.99,2.072
2.535,43,4.861538462,1.05,611,2.35,39.21,-121.05,1.171
4.7344,18,3.55465587,1.032388664,384,1.55465587,37.94,-122.53,2
3.625,52,4.29009434,1.094339623,1068,2.518867925,33.84,-118.31,2.707
1.875,48,8.8,2.013793103,358,2.468965517,39.56,-120.92,0.666
2.9808,38,5.670588235,1.117647059,928,3.639215686,36.79,-120.08,0.896
5.2001,16,6.118892508,1.058631922,1291,2.102605863,33.75,-118.04,2.356
1.6483,39,4.390781563,0.987975952,1307,2.619238477,40.18,-122.24,0.608
2.7311,32,3.936920223,1.096474954,1929,3.578849722,34,-118.1,1.693
3.3026,9,5.370542636,1.16124031,1687,2.615503876,32.75,-117.07,1.191
5.9582,38,6.453441296,1.008097166,633,2.562753036,34.16,-118.04,3.507
2.7917,48,6.447115385,1.149038462,671,3.225961538,36.79,-120.04,0.828
4.0625,10,5.916859122,1.062355658,1478,3.413394919,38.7,-121.42,0.962
3.7414,29,6.631067961,1.067961165,787,2.546925566,38.5,-121.5,0.985
2.3946,35,3.636963696,1.01650165,688,2.270627063,37.9,-122.3,1.417
5.3737,26,6.211678832,0.98540146,1337,3.253041363,33.71,-117.97,2.529
10.9506,20,7.610465116,1.069767442,514,2.988372093,37.64,-121.88,4.758
3.0469,16,5.764227642,1.116531165,1104,2.991869919,39.79,-122.25,0.722
4.5491,43,5.984848485,1.045454545,657,3.318181818,34.12,-118.01,2.148
12.7296,27,7.99260355,1.065088757,3511,2.596893491,34.11,-118.43,5.00001
2.3562,45,5.479166667,1.066666667,666,2.775,36.77,-119.78,0.581
7.5552,39,5.811965812,0.957264957,926,2.638176638,33.9,-118.41,5.00001
2.1221,50,5.509708738,1.094660194,1000,2.427184466,33.97,-118.3,1.194
3.24,45,5.085141903,1.056761269,1448,2.41736227,34.18,-118.34,2.269
5.5954,27,6.401084011,1.074525745,2394,3.243902439,34.44,-119.88,2.614
3.1591,2,4.632653061,0.714285714,114,2.326530612,37.78,-121.93,4.347
4.9375,15,5.888213852,1.002430134,2797,3.39854192,32.94,-117.13,1.804
4.63,52,6.93654267,1.041575492,1027,2.24726477,38.56,-121.45,2.338
4.9375,35,5.342857143,0.99047619,261,2.485714286,33.91,-118.13,1.838
2.532,39,3.734256927,1.022670025,2638,3.322418136,34.04,-118.32,1.727
4.3513,12,6.184840426,1.065824468,4074,2.708776596,33.07,-117.14,1.996
2.2083,23,7.781456954,3.099337748,355,2.350993377,34.21,-116.22,0.425
3.7679,39,4.517241379,1.154482759,1137,1.568275862,37.81,-122.43,5.00001
3.1588,30,4.069825436,1,1357,3.3840399,34.29,-118.44,1.601
2.525,9,5.839869281,1.133986928,806,2.633986928,38.38,-120.72,1.572
5.0176,19,6.061538462,0.956410256,1264,3.241025641,37.77,-121.48,2.742
1.9667,2,5.715976331,1.597633136,233,1.378698225,34.42,-118.56,4.5
6.6054,13,7.654368932,1.13592233,1542,2.994174757,34.72,-120.04,5.00001
3.0694,6,5.791666667,1.240740741,544,2.518518519,33.46,-116.76,1.734
2.945,52,4.274566474,1.040462428,652,1.884393064,34.08,-118.38,4.314
2.5446,13,4.118918919,0.989189189,994,2.686486486,36.81,-119.69,0.938
4.385,35,6.356451613,1.040322581,1668,2.690322581,38.26,-122.73,3.177
3.524,45,5.213963964,1.015765766,1006,2.265765766,37.72,-122.13,1.862
3.0833,10,6.347826087,1.157608696,1003,2.725543478,40.32,-122.23,0.813
4.7426,19,5.871428571,1.022857143,1064,3.04,37.93,-121.66,2.631
3.6786,11,6.197590361,1.093975904,1402,3.378313253,36.09,-119.06,0.729
3.6682,33,4.609329446,1.052478134,1553,2.263848397,37.34,-121.97,2.661
3.7045,16,3.972299169,1.030470914,804,2.227146814,37.37,-122,1.781
3.3536,27,7.061776062,1.474903475,1278,2.467181467,38.54,-123.25,1.575
2.3937,20,18.79352227,5.263157895,658,2.663967611,35.82,-118.7,0.821
2.3224,29,5.186915888,1.10046729,1170,2.73364486,39.36,-121.69,0.562
10.157,8,9.180451128,1.107769424,2569,3.219298246,33.83,-117.81,4.771
3.9375,52,4.688693098,1.010279001,2099,3.082232012,37.77,-122.46,4.029
4.0357,17,6.47284345,1.079872204,873,2.78913738,40.74,-124.17,1.289
15.0001,15,8.062043796,1.003649635,735,2.682481752,33.62,-117.87,5.00001
3.9688,15,16.5505618,3.078651685,622,2.329588015,34.24,-116.87,1.828
2.9886,18,4.377521614,1.063400576,802,2.311239193,32.75,-116.98,1.708
5.2099,35,5.803278689,1.009367681,1333,3.121779859,33.86,-117.95,1.914
5.9449,18,6.45979021,1.052447552,1779,3.11013986,33.71,-117.94,2.765
1.8829,28,2.199241786,1.065711879,5840,2.459983151,34.07,-118.3,3
4.2414,52,5.68956044,0.994505495,825,2.266483516,37.3,-121.89,2.848
3.1014,37,4.953125,1.075520833,955,2.486979167,38.52,-121.49,0.968
3.4219,35,5.615740741,0.979166667,982,2.273148148,40.78,-124.14,0.928
2.3333,27,4.766666667,1.133333333,179,1.988888889,37.99,-121.26,0.875
4.6758,21,5.45106383,1.015602837,1850,2.624113475,37.26,-121.94,2.642
5.0417,15,5.265372168,0.96763754,1772,2.867313916,33.87,-118.11,2.408
3.3214,33,4.419811321,1.018867925,1216,5.735849057,34.27,-118.42,1.313
4.125,27,4.831460674,1.037921348,1827,2.566011236,34.19,-118.43,2.455
1.7945,50,2.653333333,0.977777778,2183,3.234074074,34.08,-118.26,1.667
3.6936,25,4.44873502,1.050599201,1685,2.2436751,33.94,-118.16,2.383
2.0875,17,3.901477833,1.071428571,904,2.226600985,33.78,-118.15,1.813
3.449,15,5.151515152,1.052447552,2373,2.765734266,34.03,-117.65,1.491
6.2403,13,6.543209877,1.033670034,2897,3.251402918,33.63,-117.68,2.574
2.7474,43,4.418952618,1.052369077,1573,3.922693267,37.58,-122.33,2.331
4.3281,35,4.823655914,1.064516129,1135,2.440860215,33.99,-118.43,3.24
6.1359,14,22.82352941,6.352941176,35,2.058823529,40.12,-121.78,1.063
4.9955,33,6.061784897,1.027459954,1303,2.981693364,34.27,-118.48,2.168
3.343,22,4.285714286,1.216117216,1382,2.531135531,33.89,-117.87,1.846
2.2574,23,6.018229167,1.268229167,1019,2.653645833,36.63,-118.18,1.047
6.2089,26,7.298305085,1.010169492,2487,2.810169492,34.12,-117.73,2.618
3.0742,24,5.049468085,1.029255319,5162,2.745744681,38.06,-122.51,1.188
1.2176,29,3.899236641,1.076335878,2669,4.07480916,36.77,-119.77,0.619
2.6667,20,5.594936709,1.29535865,563,2.375527426,38.39,-120.56,0.866
11.3176,28,8.082289803,1.033989267,1489,2.663685152,37.38,-122.21,5.00001
3.0759,52,4.898907104,0.956284153,1303,3.56010929,34.01,-118.31,1.237
6.2306,22,5.749478079,0.995824635,1163,2.427974948,37.59,-122.4,5.00001
3.7794,17,6.02166065,1.108303249,888,3.205776173,35.87,-118.96,0.962
2.555,36,5.598746082,1.059561129,974,3.053291536,38.67,-121.37,0.727
2.3846,22,5.152866242,1.146496815,334,2.127388535,33.48,-117.66,5.00001
4.8419,15,6.11225997,0.9394387,2001,2.955686854,32.83,-117.09,2.64
2.2885,38,5.43315508,1.080213904,540,2.887700535,36.41,-119.69,0.75
2.4306,39,4.899209486,1.06916996,1990,3.932806324,37.34,-121.87,2.891
2.4848,35,4.760416667,1.035416667,1738,3.620833333,35.36,-118.96,0.54
5.0465,34,6.395348837,1.009966777,1619,2.689368771,32.82,-117.19,2.082
5.2769,18,6.135549872,0.99488491,1131,2.89258312,38.36,-122.81,2.939
3.3816,52,4.486988848,1.12267658,1008,3.747211896,37.75,-122.42,2.625
2.2125,34,3.757869249,1.075060533,2093,5.06779661,33.9,-118.2,1.032
3.5848,47,5.502923977,1.055555556,797,2.330409357,37.94,-122.33,1.408
4.0764,41,5.530909091,1.192727273,527,1.916363636,33.61,-117.9,5.00001
3.6635,36,5.58045977,1.020114943,891,2.560344828,33.95,-118.14,2.821
1.75,27,4.90625,1.375,315,3.28125,33.81,-118.18,1.542
4.57,18,6.789634146,1.298780488,1754,2.673780488,32.9,-116.52,1.899
4.4671,47,5.382566586,0.992736077,1163,2.81598063,33.74,-118.3,2.708
2.9375,30,4.46332737,1.048300537,1139,2.037567084,34.14,-117.87,2.092
3.3214,52,4.825,1.11875,409,2.55625,37.77,-122.23,1.896
2.6591,24,5.244299674,1,748,2.436482085,40.57,-122.34,0.828
1.9274,49,5.068783069,1.182539683,863,2.283068783,37.84,-122.28,1.223
3.3625,47,4.632022472,0.921348315,1183,3.323033708,37.71,-122.4,2.237
9.2858,6,8.095533499,1.024813896,3146,3.903225806,32.9,-117.04,4.361
3.4861,17,17.3,6.5,51,2.55,37.94,-119.57,1.375
3.3269,52,4.61003861,1.079150579,1121,2.164092664,37.77,-122.27,2.345
3.3333,42,4.689768977,1.089108911,659,2.174917492,37.35,-121.95,2.379
1.675,34,3.280991736,1.090909091,250,2.066115702,33.99,-118.34,1.667
4.8482,43,3.954692557,0.980582524,565,1.828478964,33.74,-118.11,5.00001
4.7241,46,5.375757576,0.954545455,753,2.281818182,34.17,-118.1,2.796
2.6959,21,3.757617729,1.012465374,1952,2.703601108,33.78,-117.86,1.788
3.2314,31,4.622222222,1.071604938,1511,3.730864198,34.17,-119.19,1.868
4.2654,8,5.936582501,1.034057546,5804,3.408103347,33.93,-117.25,1.376
2.8393,15,5.427402863,1.083844581,1267,2.591002045,37.31,-119.64,1.044
4.4871,2,6.690700104,1.166144201,3327,3.476489028,38.01,-121.29,1.379
5.2987,18,6.159325211,1.035613871,3473,3.254920337,34.32,-118.41,2.034
3.6875,11,5.486486486,1.099420849,3095,2.987451737,34.08,-117.38,1.126
4.2415,16,6.069986541,1.015477793,3575,2.405787349,34.12,-117.76,2.757
5.1365,14,6.754919499,1.037567084,1877,3.357781753,33.82,-117.52,2.15
2.6048,17,6.130620985,1.423982869,715,1.531049251,33.02,-117.07,1.482
3.6895,29,5.475,0.990909091,1142,2.595454545,36.32,-119.32,0.877
5.5456,18,36.0754717,5.273584906,241,2.273584906,39.19,-120.1,3.6
3.2027,11,5.27607362,1.058282209,850,2.607361963,38.86,-120.92,1.286
5.5507,17,6.53902439,1.107317073,830,2.024390244,33.47,-117.71,3.457
2.125,52,3.591911765,1.0625,412,1.514705882,34.43,-119.7,3
13.0502,6,9.413793103,1.08045977,572,3.287356322,33.48,-117.65,5.00001
2.3056,31,3.320359281,1.05988024,1119,3.350299401,34.18,-118.36,2
6.3047,23,6.591677503,1.00130039,2473,3.215864759,33.7,-118.02,2.857
5.4322,35,6.903465347,1.101485149,1156,2.861386139,37.51,-122.3,3.91
5.7778,41,5.274398868,1.046676096,1364,1.929278642,34.1,-118.27,4.127
2.473,44,5.298630137,1.02739726,750,2.054794521,34.17,-118.33,2.518
6.2064,29,5.780238501,0.977853492,1471,2.505962521,34.17,-118.58,3.349
3.7049,23,5.23964497,1.053254438,1105,3.269230769,36.84,-121.41,1.922
9.1373,52,7.443478261,1,1102,3.194202899,34.11,-118.13,5.00001
7.3343,37,7.0975,0.975,1006,2.515,38.58,-121.37,2.804
7.3982,14,7.194915254,1.01059322,1542,3.266949153,33.68,-117.98,3.691
5.6038,34,6.626488095,1.014880952,1805,2.686011905,37.48,-122.26,4.513
2.5313,42,3.913461538,1.038461538,773,3.716346154,34.02,-118.16,1.569
2.6458,26,5.416666667,1.101851852,830,3.842592593,37.82,-121.27,1.275
3.2955,19,5.479490806,0.956152758,2441,3.45261669,37.35,-120.6,0.886
3.6083,16,5.720486111,0.980902778,2279,3.956597222,38.04,-121.34,1.464
3.2765,18,6.326271186,1.264830508,1355,2.870762712,34.45,-117.79,1.65
4.392,34,6.102409639,1.039156627,1142,3.439759036,34.12,-117.84,1.876
5.4903,23,6.013921114,0.960556845,1401,3.250580046,32.85,-117.01,1.514
5.3509,52,5.650671785,1.028790787,1034,1.984644914,37.81,-122.22,3.021
3.375,22,4.639405204,1.007434944,579,2.152416357,37.82,-121.99,2
6.1253,25,6.662055336,0.992094862,1717,3.393280632,34.27,-118.75,2.25
4.2381,43,4.805309735,0.969026549,715,3.163716814,37.35,-121.88,1.935
8.2436,44,6.465317919,1.002890173,948,2.739884393,37.44,-122.18,5.00001
4.0227,19,5.950184502,1.011070111,1760,3.247232472,36.77,-119.58,1.265
3.099,30,5.688559322,1.125,2778,2.94279661,34.83,-117.15,0.668
2.162,36,4.561611374,1.049763033,1405,3.329383886,36.06,-119.03,0.519
3.0398,36,3.597609562,1.059760956,1068,4.25498008,33.98,-118.18,1.654
4.0667,35,5.109131403,0.915367483,1054,2.347438753,37.33,-121.96,2.769
1.4712,44,5.867924528,1.222641509,931,3.513207547,34.02,-118.31,1.058
6.3231,45,4.434322034,1.052966102,842,1.783898305,33.87,-118.4,5.00001
4.1136,30,4.145009416,1.052730697,1194,2.248587571,34.12,-118.07,2.799
1.3167,49,4.969230769,1.174358974,599,3.071794872,37.94,-122.37,0.716
3.8409,38,5.440329218,1.053497942,1640,2.249657064,32.73,-117.22,2.914
2.6023,22,4.741333333,1.088,875,2.333333333,38.61,-121.34,1.422
5.2078,30,6.332317073,1.042682927,816,2.487804878,37,-122.03,4.405
2.6014,15,4.099201824,1.099201824,1839,2.096921323,34.14,-117.97,1.503
2.3281,33,3.631299735,1.082228117,1475,3.912466844,34.08,-118.18,1.519
4.2312,16,5.771754636,1.042796006,1684,2.402282454,32.82,-117.05,1.97
3.5625,52,5.348082596,1.041297935,828,2.442477876,37.87,-122.28,1.917
7.7517,11,8.506024096,1.114457831,529,3.186746988,33.01,-116.99,5.00001
5.3311,34,5.882911392,1.069620253,2510,3.971518987,37.68,-122.49,2.708
5.9397,26,6.957142857,0.988571429,1088,3.108571429,33.82,-117.87,2.494
2.8922,16,4.068610635,1.008576329,1400,2.401372213,38.6,-121.7,1.536
7.4574,52,7.434163701,1.099644128,883,3.142348754,34.06,-118.34,5.00001
5.1878,10,6.799043062,0.976076555,657,3.14354067,38.04,-121.33,1.539
2.2321,36,5.865671642,1.447761194,573,4.276119403,35.52,-119.28,0.375
4.3839,26,4.718518519,1.198148148,1098,2.033333333,34.16,-118.46,2.991
4.7422,23,5.406844106,0.988593156,1092,4.152091255,33.71,-117.89,2.024
3.3472,31,5.607142857,1.089285714,152,2.714285714,33.04,-115.6,0.917
6.0298,23,6.874251497,1.065868263,902,2.700598802,38.48,-122.72,2.891
2.4688,25,4.838815789,0.986842105,721,2.371710526,38,-121.24,1.268
2.1726,23,4.287179487,0.987179487,1060,2.717948718,41.02,-124.16,0.755
4.9107,34,5.585365854,0.987804878,552,3.365853659,33.91,-118.13,2.22
3.4583,34,5.501872659,1,1031,3.861423221,32.69,-117.09,1.127
7.5274,37,7.068535826,1.012461059,930,2.897196262,37.36,-122.09,5.00001
7.3841,40,6.698412698,1,158,2.507936508,37.65,-120.98,1.722
1.7462,29,4.68115942,0.975845411,1487,3.59178744,36.2,-119.35,0.511
5.4498,5,7.749051833,1.038558786,4819,3.046144121,38.82,-121.24,2.173
4.6563,45,5.986784141,0.99339207,1106,2.436123348,37.79,-122.19,2.318
6.4865,35,6.842105263,1.092105263,185,2.434210526,37.57,-122.39,4.5
1.6645,20,5.671814672,1.16988417,1031,3.980694981,36.35,-119.42,0.48
4.0536,46,5.889830508,0.97740113,748,2.11299435,37.91,-122.29,2.62
5.4236,35,5.468671679,0.977443609,1248,3.127819549,33.91,-118.02,2.167
3.3182,46,5.3875,1.075,239,2.9875,37.77,-120.69,2.821
5.0774,34,5.580792683,1.054878049,1608,2.451219512,37.54,-122.32,4.072
2.5733,23,5.535714286,1.112781955,1419,2.667293233,36.32,-119.31,0.888
4.4038,45,4.571847507,0.894428152,891,2.612903226,33.98,-118.36,2.594
2.3075,27,5.244744745,1.364864865,1481,2.223723724,35.38,-120.85,1.842
5.3185,52,6.210023866,0.997613365,1137,2.713603819,34.18,-118.28,3.58
5.1645,11,5.358267717,1.090551181,1565,3.080708661,33.64,-117.67,1.641
1.6168,14,4.41331484,1.012482663,2298,3.187239945,36.74,-120.04,0.718
1.023,20,4.194762684,1.076923077,1363,2.230769231,39.92,-122.19,0.542
4.3047,27,4.295345104,1.046548957,2661,4.271268058,34.3,-118.45,1.521
2.3103,47,4.529569892,1.088709677,835,2.244623656,38.04,-122.27,1.345
6.0088,36,5.375280899,0.997752809,1346,3.024719101,33.89,-118.34,2.459
4.0737,36,4.522857143,1.174285714,1097,3.134285714,33.88,-118.35,2.382
7.978,5,7.995495495,1.054054054,726,3.27027027,34.04,-117.24,2.239
5.0871,36,5.081967213,1.00273224,794,2.169398907,37.39,-122.1,3.545
3.5583,40,5.630363036,1.062706271,796,2.627062706,32.63,-117.07,1.549
2.4722,16,4.722298222,1.082079343,1567,2.143638851,38.47,-122.67,1.943
8.0113,18,7.233333333,0.981481481,658,2.437037037,38.29,-122.18,3.93
3.275,17,5.461368653,1.059602649,1649,3.6401766,37.93,-121.05,1.565
3.1369,14,4.974666667,1.029333333,1679,2.238666667,38,-121.33,1.196
2.0817,41,2.272413793,1.003448276,1224,4.220689655,34.04,-118.29,1.325
3.2375,17,8.006269592,1.692789969,723,2.26645768,38.97,-122.7,1.142
3.4741,17,5.481149013,1.068222621,1434,2.574506284,38.41,-122.07,2.458
4.1071,52,4.681603774,0.945754717,1337,3.153301887,37.73,-122.43,2.409
3.4286,44,4.136085627,0.99235474,1676,2.562691131,34.16,-118.33,2.479
5.0126,16,5.914438503,1.042780749,505,2.700534759,39,-121.1,1.923
2.1908,46,5.52398524,1.140221402,787,2.904059041,34.83,-114.6,0.481
1.95,28,3.658105939,1.077046549,1166,1.871589085,32.75,-117.13,1.5
2.3973,10,4.718220339,1.186440678,1140,2.415254237,37.69,-122.12,1.673
1.9676,33,5.175895765,0.957654723,1102,3.589576547,36.6,-119.63,0.624
1.8973,20,4.078544061,1.007662835,1845,3.534482759,36.97,-120.04,0.516
6.7644,19,6.825454545,1.069090909,1692,3.076363636,37,-121.68,4.126
5.6826,44,4.748387097,0.887096774,820,2.64516129,37.74,-122.49,3
1.9231,44,3.959550562,1.040449438,786,1.766292135,34.01,-118.33,1.885
3.5465,35,4.482861401,1.004470939,1584,2.360655738,33.84,-118.13,2.132
3.7976,17,4.703571429,1.144642857,1454,2.596428571,33.67,-117.83,2.75
3.0114,16,7.847457627,1.601694915,238,2.016949153,33.68,-116.25,3.667
3.5694,40,4.391156463,1.030612245,1304,2.217687075,33.73,-118.3,2.764
2.5164,30,4.456,1.250666667,760,2.026666667,36.6,-121.88,1.781
1.7361,42,3,1,26,1.857142857,37.39,-121.9,5.00001
6.2223,52,5.959558824,1.044117647,588,2.161764706,34.07,-118.34,5.00001
3.0417,44,4.333333333,1.104417671,1249,5.016064257,34.04,-118.18,1.417
3.8571,52,5.04494382,1.019261637,1350,2.166934189,37.77,-122.47,3.667
2.7083,16,5.11878453,1.077348066,1013,2.798342541,37.79,-121.27,1.739
3.7,29,5.883076923,1.033846154,859,2.643076923,40.19,-122.24,0.705
3.5649,23,3.695150115,1.047344111,2029,2.34295612,37.38,-122.05,4.5
3.8523,25,5.5,1.18079096,900,2.542372881,37.66,-121.78,1.93
2.4123,24,4.686006826,0.98407281,1294,1.472127418,35.35,-119.07,0.862
5.4786,18,6.488921713,0.948301329,2095,3.094534712,33.11,-117.05,2.235
4.3897,36,6.02295082,1.045901639,810,2.655737705,33.8,-118.11,2.35
3.2237,31,4.657927591,1.064918851,2313,2.887640449,33.92,-118.14,2.182
2.6364,47,5.12145749,1.028340081,587,2.376518219,38.01,-121.82,0.935
3.5329,31,4.5,1.030837004,1524,3.356828194,33.84,-117.9,1.874
4.9559,43,6.692307692,1.096703297,1115,2.450549451,37.8,-122.2,2.73
4.5694,31,6.104925054,0.980728051,1286,2.753747323,33.16,-117.34,2.437
1.1806,40,4.917391304,1.22173913,859,3.734782609,34,-118.3,1.346
4.1806,28,6.317738791,1.038986355,1334,2.600389864,32.83,-117.21,1.996
2.6768,52,4.335078534,1.09947644,718,1.879581152,37.83,-122.26,1.823
3.5083,52,4.047835991,1.034168565,671,1.528473804,34.08,-118.33,5.00001
2.1722,12,4.907335907,1.096525097,2823,1.816602317,33.76,-116.99,0.694
6.4419,19,5.945098039,1.035294118,6810,3.338235294,37.42,-121.87,2.645
4.8661,24,6.358455882,1.053308824,1336,2.455882353,38.64,-121.28,1.862
5.1795,37,5.406360424,1.024734982,711,2.512367491,33.82,-118.13,2.254
2.9167,35,4.054644809,1.096539162,2230,4.061930783,34.08,-118.18,1.293
1.1553,12,4.238888889,1.131481481,919,1.701851852,38.54,-122.81,1.393
5.5446,28,6.092057762,1.009025271,1754,3.166064982,33.78,-118.02,2.289
3.3036,26,5.453038674,1.005524862,1002,2.767955801,38.36,-121.82,2.1
4.8717,27,7.032454361,1.105476673,1798,3.647058824,34.26,-118.74,2.041
3.5987,31,4.2272,1.0896,1303,2.0848,34.03,-118.47,3.405
5.0524,17,6.879003559,1.09252669,2630,3.119810202,32.87,-116.86,2.854
3.5192,36,5.859693878,1.066326531,1070,2.729591837,32.75,-117.04,1.44
1.8021,17,4.940104167,1.127604167,1207,3.143229167,36.82,-119.69,0.559
5.4688,38,6.262135922,1.203883495,265,2.572815534,37.47,-122.25,3.05
2.8818,50,5.202614379,1.076252723,1241,2.703703704,34.1,-117.77,1.672
3.8594,10,5.474576271,1.052730697,1681,3.165725047,34.53,-117.96,1.41
2.8967,47,4.67032967,1.007326007,844,3.091575092,37.94,-122.35,0.956
3.4044,48,5.093085106,0.925531915,1060,2.819148936,33.97,-117.39,1.179
2.455,42,5.223076923,1.120512821,2736,3.507692308,37.73,-122.18,0.824
2.9375,17,5.021396396,1.063063063,1812,2.040540541,38.16,-122.25,1.067
4.5,35,5.450757576,1.068181818,1633,3.09280303,37.71,-122.43,2.669
5.5845,26,5.495356037,0.913312693,1004,3.108359133,34.22,-118.86,2.517
3.8018,18,3.801724138,1.139655172,874,1.506896552,32.8,-117.24,1.125
4.1951,32,5.169977925,1.258278146,1445,3.189845475,33.77,-117.89,1.95
4.3125,34,5.535433071,1,369,2.905511811,34.19,-118.61,2.101
1.3807,27,4.083333333,1.065217391,839,3.039855072,36.05,-119.01,0.531
2.6513,42,5.674208145,1.092760181,1035,2.341628959,35.37,-119.03,0.723
3.7321,36,5.23580786,1.013100437,551,2.406113537,38.01,-122.64,2.667
3.3966,42,4.940809969,1.003115265,1829,2.848909657,34.08,-118.11,2.432
7.6717,26,8.128514056,1.030120482,1486,2.983935743,37.81,-122.12,4.165
5.587,36,5.913946588,1.050445104,884,2.623145401,33.79,-118.11,2.449
3.0208,44,6.223021583,1.23381295,782,2.81294964,35.34,-119.01,0.637
1.7656,26,4.149367089,0.891139241,1222,3.093670886,35.23,-118.85,0.68
5.3683,34,5.817869416,0.965635739,846,2.907216495,37.56,-122.29,3.394
2.3,52,3.594202899,1.246376812,173,2.507246377,38.1,-122.25,1.094
4.3036,52,5.763333333,1.063333333,890,2.966666667,37.72,-122.45,2.618
2.4196,46,3.881904762,1.017142857,1250,2.380952381,34.08,-118.32,3.581
2.5938,45,5.555555556,0.984126984,187,2.968253968,37.55,-120.85,2.75
2.7587,15,4.895189003,1.147766323,1546,2.656357388,36.97,-121.97,2.286
1.7411,52,5.43554007,1.229965157,670,2.334494774,38.11,-122.26,0.984
2.4911,35,4.506702413,0.965147453,1648,4.418230563,34.07,-117.99,1.459
7.9248,21,7.24695122,0.981707317,1007,3.070121951,34.48,-119.78,5.00001
5.2131,5,4.898805341,1.018271258,3521,2.474349965,33.87,-117.83,2.439
3.3889,32,4.33873057,1.153497409,2725,1.764896373,33.97,-118.37,2.857
4.0313,13,5.079119086,1.074225122,3739,3.049755302,34.21,-118.58,2.993
2.6862,19,3.966814159,0.988938053,1222,2.703539823,33.93,-118.13,1.958
4.6452,27,5.048598131,1.031152648,5023,3.129595016,37.65,-122.47,2.362
5.1755,14,6.386469673,1.060653188,3283,2.552877138,37.77,-121.99,2.948
4.0083,37,4.989655172,1.065517241,1279,4.410344828,34.13,-117.98,1.429
2.5,29,6.333333333,1.105691057,364,2.959349593,41.12,-120.96,0.592
3,35,3.986175115,1.041474654,602,2.774193548,37.63,-122.41,2.291
2.75,52,5.615141956,1.176656151,824,2.599369085,38.1,-122.25,1.099
2.5469,35,4.637271215,0.976705491,1431,2.381031614,39.12,-121.62,0.659
1.7184,11,4.00617284,1.004115226,2104,4.329218107,36.78,-120.39,0.552
3.675,22,5.098712446,1.04434907,1539,2.201716738,38,-121.35,1.524
4.3403,38,5.068,1.36,442,1.768,32.77,-117.28,5
3.3571,52,7.034883721,0.976744186,411,2.389534884,37.77,-122.26,4.054
6.0247,41,6.302816901,1.271126761,540,1.901408451,33.61,-117.89,5.00001
7.4947,4,7.31104259,1.054345731,16122,3.106957024,33.89,-117.74,3.663
3.692,34,5.033088235,0.992647059,1005,3.694852941,33.99,-118.09,1.726
2.6399,34,4.809009009,1.165765766,1341,2.416216216,37.91,-122.32,1.196
1.6948,30,5.370801034,1.07751938,1885,2.435400517,39.75,-122.18,0.675
2.8036,15,5.950282486,1.164971751,2147,2.425988701,41.38,-122.28,1.101
2.6903,34,5.729216152,1.059382423,1558,3.700712589,35.37,-118.93,0.628
6.7685,21,8.452914798,1.100896861,1410,3.161434978,32.79,-116.9,2.947
4.1083,41,4.244565217,1.024456522,874,2.375,34,-118.44,3.243
4.0313,35,4.746268657,1.044776119,1299,3.87761194,33.91,-118.15,1.632
4.0326,34,5.222580645,0.94516129,1148,3.703225806,37.63,-122.08,1.647
4.7941,16,6.543123543,1.06993007,1201,2.7995338,38.75,-121.18,2.476
2.9052,52,3.654520918,1.028340081,1460,1.970310391,37.75,-122.42,4
2.7079,21,4.857425743,1.025742574,1326,2.625742574,38.61,-121.33,1.48
2.303,27,4.284023669,1.195266272,978,2.893491124,34.43,-119.73,2.61
2.9559,36,4.652427184,1.040776699,1225,2.378640777,38.61,-121.39,1.366
6.2734,14,6.549701046,1.028026906,8380,3.131539611,33.99,-117.83,2.67
2.5511,25,4.327464789,1.094190141,2140,1.883802817,38.61,-121.35,1.341
3.8214,46,5.155979203,1.114384749,1479,2.563258232,37.61,-122.41,2.736
3.6094,42,4.900990099,0.95709571,971,3.204620462,37.95,-122.35,1.146
2.925,26,4.302752294,1.043577982,1499,3.438073394,33.76,-118,1.76
4.4769,16,5.865546218,1.00280112,1092,3.058823529,38.87,-121.27,1.914
2.7857,8,5.680733945,1.255045872,1454,2.667889908,36.78,-119.85,0.797
3.2734,32,4.239583333,1.08125,2282,4.754166667,33.92,-118.18,1.364
5.246,11,7.290148448,1.007422402,5221,3.52294197,34.14,-117.38,1.614
5.9224,24,6.34939759,1.006884682,1898,3.266781411,34.18,-118.94,2.394
4.4722,18,5.511560694,1.041907514,1881,2.718208092,34.11,-117.79,2.156
7.5791,18,6.78390462,1.052160954,1918,2.858420268,33.59,-117.66,2.881
2.625,16,5.573248408,1.280254777,300,1.910828025,36.96,-121.99,3.773
2.1182,34,4.409638554,1.038554217,1304,3.142168675,37.34,-120.6,0.689
5.9164,23,6.605194805,1.007792208,1297,3.368831169,37.24,-121.83,2.374
2.9063,9,4.409090909,0.909090909,91,4.136363636,37.08,-120.79,0.55
3.0989,21,4.013341419,1.075197089,4396,2.665858096,33.87,-118.14,1.714
7.1576,52,10.34482759,1.213793103,384,2.648275862,34.08,-118.45,5.00001
1.6591,52,2.5,0.818181818,65,2.954545455,32.73,-117.17,1.125
2.8583,19,4.100358423,0.960573477,365,1.308243728,33.62,-117.72,1.058
2.3526,48,3.807073955,1.054662379,953,3.064308682,34.04,-118.32,1.563
